Scenario,Date,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
-14,2017-09-02 13:00,3.3,22.6,38.4,22.6,269.7,81.2,32.8,392.3,4,54.2,11.7
-14,2017-09-03 13:00,0.1,20.9,30.9,24.5,283.1,89.7,35.5,397.8,14.2,58,30.5
-14,2017-09-04 13:00,2.4,17.3,54.9,16.6,294.2,76.1,31.6,402.6,1.9,52.9,5.9
-14,2017-09-05 13:00,3,8.1,72.3,16.8,352.4,59.1,25.1,399.2,0.9,43.4,2.1
-14,2017-09-06 13:00,0.2,12.8,43,5.7,335.5,76,26.5,403.2,1.1,45.6,2.9
-14,2017-09-07 13:00,0,17.4,38.9,19.8,224.3,86.3,28.6,408.1,6.8,48.6,16.5
-14,2017-09-08 13:00,0,22.8,48.4,21,228.8,87.8,30.7,413.9,9.1,51.9,21.1
-14,2017-09-09 13:00,0,25.4,29.8,4.3,56.3,91.3,34.1,420.2,6.4,56.7,17.2
-14,2017-09-10 13:00,0.8,18.8,58.5,11.9,83.6,85.3,35.5,425.2,4,58.8,12.2
-14,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.4,17.7,389.6,0.2,31.8,0.3
-15,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-15,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-15,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-15,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-15,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-15,2017-09-01 13:00,0,20.9,37.7,21.9,188.1,87.7,40.2,394.3,9.3,64,24
-15,2017-09-02 13:00,12.1,20.4,30.8,20.3,310.1,72.5,21.4,355.8,1.9,37.2,4.7
-15,2017-09-03 13:00,0,19.6,46.5,6.3,320.5,83.5,23.4,361.1,2.4,40.3,6.1
-15,2017-09-04 13:00,6.2,10.7,87.9,17,315.8,41.6,13.9,346.1,0.1,25.2,0.1
-15,2017-09-05 13:00,2.1,13.1,65.2,15.9,5.8,57.7,12.6,350.2,0.8,23.2,0.8
-15,2017-09-06 13:00,1.4,14.3,47.3,12.2,6.3,71.8,14.1,354.5,1.2,25.6,2
-15,2017-09-07 13:00,3.7,10.3,87.3,10,99.1,45.5,9.7,349.6,0.1,18.2,0.1
-15,2017-09-08 13:00,1.9,11.4,83,10.4,246.4,48.7,8.8,353.4,0.2,16.5,0.2
-15,2017-09-09 13:00,0.9,15.9,51.3,9.9,176.2,70.5,10.3,357.9,1,19.1,0.9
-15,2017-09-10 13:00,2,15.3,92.9,11.9,177.4,54.8,8.8,362.4,0.5,16.6,0.4
-15,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,39.5,4.5,332.2,0.1,8.8,0
-16,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-16,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-16,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-16,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-16,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-16,2017-09-01 13:00,0,20.1,43.5,20.4,159.5,86.5,39.9,394.1,7.2,63.7,20
-16,2017-09-02 13:00,6,21.6,47.2,22.1,276.8,73.8,26.5,380.9,2.2,45.1,6.2
-16,2017-09-03 13:00,0.5,14.1,73,18.2,286.1,79,27.2,385.1,2.6,46.3,7.3
-16,2017-09-04 13:00,0.1,11.3,48,17.7,285.4,84.1,28.4,388.8,4.5,48,12
-16,2017-09-05 13:00,3.3,7.8,75.6,18.4,314.3,58.7,21.6,384.3,0.9,37.9,2
-16,2017-09-06 13:00,4.4,8,89,17.6,332.2,37.9,14.5,375.5,0.1,26.5,0.1
-16,2017-09-07 13:00,0.7,8.9,55.5,13.2,355.5,61.3,15.3,378.9,0.9,27.8,1
-16,2017-09-08 13:00,0,10.3,41.9,7.8,346.4,76.6,16.5,382.4,1.3,29.8,2.4
-16,2017-09-09 13:00,0.3,11.4,48.6,8.4,26.1,82.6,17.6,386.2,2.4,31.6,5.2
-16,2017-09-10 13:00,0.1,15.2,36.4,11.9,219,87.4,19.5,390.6,5.4,34.6,11.4
-16,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.8,10,358,0.2,18.8,0.2
-17,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-17,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-17,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-17,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-17,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-17,2017-09-01 13:00,0,20.4,37.4,16.2,202.2,87.4,40.1,394.2,6.6,64,18.8
-17,2017-09-02 13:00,10.1,18.9,76,24.7,268.9,56,20.9,363.4,1.1,36.5,2.3
-17,2017-09-03 13:00,0.2,18.4,46.7,21.1,292.9,80.3,22.7,368.4,3.4,39.4,8.4
-17,2017-09-04 13:00,0.1,12.1,43.8,19.6,281.2,85.3,24,372.3,5.9,41.4,13.5
-17,2017-09-05 13:00,0.3,8.7,49.7,16.3,264.3,85.5,24.9,375.6,5.1,42.7,12.4
-17,2017-09-06 13:00,4.9,7.3,84.7,19,294.7,47.2,16.2,364.7,0.3,29.1,0.3
-17,2017-09-07 13:00,6.6,8.8,84.1,11.6,0.5,31.5,9.3,347.9,0,17.4,0
-17,2017-09-08 13:00,1,11.2,45.9,12.3,241.4,60.3,10.5,351.6,0.8,19.5,0.7
-17,2017-09-09 13:00,0.1,16.8,47,17.6,220.5,80.1,12.1,356.3,2.8,22.4,4.9
-17,2017-09-10 13:00,0.8,13.4,72,11.1,326.2,78.6,12.9,360.5,1.7,23.6,3
-17,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.2,6.7,330.4,0.2,12.7,0.1
-18,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-18,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-18,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-18,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-18,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-18,2017-09-01 13:00,0,23.1,40.2,17.1,207.1,87.7,40.3,394.7,7.3,64.2,20.2
-18,2017-09-02 13:00,1,19.9,57,20.9,293.5,84,41.9,400,5.3,66.5,16.2
-18,2017-09-03 13:00,0.9,15.3,54.8,24.1,306.5,82.8,43.2,404.4,5.3,68.3,16.4
-18,2017-09-04 13:00,0.5,7.8,71.5,20.7,298.7,82.1,43.7,407.5,4.1,68.9,13.6
-18,2017-09-05 13:00,5.3,6.5,83.5,17.6,345.4,45,28.3,393.5,0.2,47.9,0.3
-18,2017-09-06 13:00,3,7.8,75.6,12,330.3,44.8,22.3,390.3,0.1,39.1,0.2
-18,2017-09-07 13:00,1.4,11.4,61.8,14.2,239.9,61.5,23.2,394.1,0.9,40.4,2
-18,2017-09-08 13:00,1.6,16.9,47,18.7,198,75.5,23.7,398.8,2,41.3,5.3
-18,2017-09-09 13:00,2,19.6,53.8,8.5,291.6,74.5,22.7,404,1.1,39.9,2.7
-18,2017-09-10 13:00,0.5,16.6,62.2,12.7,283.4,81.4,23.9,408.7,2.5,41.7,6.7
-18,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.7,12.2,374.6,0.2,22.6,0.2
-19,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-19,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-19,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-19,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-19,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-19,2017-09-01 13:00,0,22.8,34.2,19.8,196.7,88.8,40.5,394.6,9.8,64.5,25
-19,2017-09-02 13:00,10.7,20.6,72.3,18.2,275.1,57.2,20.9,361.7,0.8,36.5,1.5
-19,2017-09-03 13:00,1.8,17.9,61.9,16.1,227.3,69.5,20.3,366.6,1.4,35.7,3.2
-19,2017-09-04 13:00,4.5,9.2,67.3,22,299.4,55.4,13.9,358.2,0.9,25.3,0.9
-19,2017-09-05 13:00,0.3,10.3,44.4,14.8,322.8,75,15,361.7,1.6,27.2,3
-19,2017-09-06 13:00,0.4,16.4,40.8,22.1,202.3,85.5,16.8,366.4,6.9,30.2,13
-19,2017-09-07 13:00,0,23.4,51.6,25.6,202.2,87.4,19,372.3,10.7,33.6,19.1
-19,2017-09-08 13:00,3.1,19.6,36.2,26.8,267.5,80.9,16.5,371.1,4.8,29.7,9.6
-19,2017-09-09 13:00,0.7,17.3,43,21.4,289.1,85.8,18.3,375.9,6.9,32.7,13.6
-19,2017-09-10 13:00,0.2,12.6,49.8,20.9,297.4,86.1,19.6,379.8,7,34.7,14.2
-19,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.6,10.1,348.2,0.2,18.8,0.2
-20,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-20,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-20,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-20,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-20,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-20,2017-09-01 13:00,0,20.1,44.9,20.3,185.4,86.2,39.8,394.1,6.9,63.6,19.4
-20,2017-09-02 13:00,5.9,14.8,92.1,21.6,219.3,41.6,24.6,379.7,0.1,42.3,0.2
-20,2017-09-03 13:00,4.2,9.4,71.2,26.1,267.7,48.3,17.3,372.2,0.5,31,0.6
-20,2017-09-04 13:00,6.2,9.9,87.7,22.3,308.9,33.7,10.1,356.7,0,18.9,0
-20,2017-09-05 13:00,2.9,9.4,50.2,16.4,338,53.2,8.1,354.9,0.5,15.3,0.4
-20,2017-09-06 13:00,0.2,9.3,46.5,6.5,277,70.9,9.1,358.3,0.9,17.1,0.7
-20,2017-09-07 13:00,5.5,5.3,85,17.9,319.5,40,5.1,345.4,0.1,9.9,0.1
-20,2017-09-08 13:00,3.8,11.8,51.4,8.3,301.6,50.6,3.8,340.4,0.3,7.4,0.1
-20,2017-09-09 13:00,0,18.1,48.2,21.9,224.3,78.3,5.6,345.4,2.9,10.8,3.1
-20,2017-09-10 13:00,0,19.8,61.4,9.5,89.3,83.3,7,350.6,2.7,13.4,3.3
-20,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.1,3.6,321.3,0.2,7,0.1
-21,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-21,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-21,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-21,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-21,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-21,2017-09-01 13:00,0,20.1,37,21,199.9,87.6,40.1,394.1,8.7,64,22.9
-21,2017-09-02 13:00,9,22.4,47,18.4,267.5,70.8,23.1,368.3,1.6,39.9,4.2
-21,2017-09-03 13:00,2.9,17.6,67.1,20.8,312.7,67.8,19,367.6,1.7,33.7,3.7
-21,2017-09-04 13:00,5.1,12.3,54.8,12.6,286.8,57,12.9,357.3,0.6,23.6,0.6
-21,2017-09-05 13:00,1,13.3,48.5,15.4,299.1,73.8,14.2,361.3,1.6,25.8,2.8
-21,2017-09-06 13:00,0,10.8,38.7,18.8,278,83.7,15.5,365,4.6,28,8.8
-21,2017-09-07 13:00,0.1,8.3,56.2,14.4,308,84.2,16.2,368.2,3.9,29.2,7.9
-21,2017-09-08 13:00,6,7,90.4,17.3,292.1,38.3,9.4,353.1,0.1,17.7,0.1
-21,2017-09-09 13:00,11.1,7.7,89.1,12.4,18.2,20.3,4.5,320.1,0,8.7,0
-21,2017-09-10 13:00,0.4,11.7,47.4,11.8,246.7,55.2,5.7,323.9,0.5,10.9,0.3
-21,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,39.6,2.9,296.7,0.1,5.6,0
-22,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-22,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-22,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-22,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-22,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-22,2017-09-01 13:00,0,18.4,42.2,15.3,203.6,86,39.7,393.8,5.2,63.5,15.6
-22,2017-09-02 13:00,4.5,16.6,91,13.7,275.1,46.6,27.2,385.6,0.2,46.3,0.3
-22,2017-09-03 13:00,0.2,17.3,68.9,9.4,310.4,67.5,28.3,390.4,0.9,47.9,2.5
-22,2017-09-04 13:00,0.1,12.1,36.3,13.3,327.2,81.8,29.7,394.3,2.7,50.1,8
-22,2017-09-05 13:00,0,13.8,38.2,8.4,301,86.5,31.4,398.5,3.9,52.5,11.3
-22,2017-09-06 13:00,0.1,13.3,44.4,5.5,78.7,87,32.8,402.6,3.7,54.5,10.9
-22,2017-09-07 13:00,3.6,10.3,68.4,11.5,41.2,60.1,24.6,397,0.7,42.6,1.4
-22,2017-09-08 13:00,1.3,9.6,87,7.5,196.7,57.2,24.8,400.4,0.5,43,0.7
-22,2017-09-09 13:00,1,12.1,47.4,9.5,240.5,71.7,26.1,404.3,1.1,44.9,2.8
-22,2017-09-10 13:00,0,15.3,53.3,7.6,275.4,80.9,27.4,408.8,1.8,47,5.3
-22,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.7,13.8,374.6,0.2,25.3,0.2
-23,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-23,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-23,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-23,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-23,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-23,2017-09-01 13:00,0,19.8,55.9,16.6,192.5,84.2,39.4,394.1,4.3,63,13.5
-23,2017-09-02 13:00,16.8,17.1,81.4,15.5,282.1,42.1,17,337.3,0.1,30.2,0.1
-23,2017-09-03 13:00,0.2,19.6,57.6,11.5,255.5,71.3,18.6,342.5,1.2,32.7,2.3
-23,2017-09-04 13:00,6.7,12.3,54.9,13.3,1.6,54.8,11.4,326.9,0.5,21,0.5
-23,2017-09-05 13:00,1.6,9.3,80.4,21.8,337.7,58.9,11.2,330.2,1.1,20.6,1.3
-23,2017-09-06 13:00,0.5,13.8,59.1,17.1,325.3,75.8,12.3,334.4,1.9,22.5,3.2
-23,2017-09-07 13:00,0,17.1,50.6,6.2,20.6,83.2,13.9,339.2,2.3,25.2,4.2
-23,2017-09-08 13:00,0,17.1,54.2,5.4,176.2,85.2,15.4,344,2.8,27.6,5.7
-23,2017-09-09 13:00,0,20.1,60.2,7.7,190.8,85.5,16.9,349.3,3.3,30.1,7
-23,2017-09-10 13:00,0,20.8,60.8,11.7,349.4,85.6,18.4,354.8,4.2,32.6,8.9
-23,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.5,9.5,325.1,0.2,17.7,0.2
-24,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-24,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-24,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-24,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-24,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-24,2017-09-01 13:00,0,23.3,53.8,15.8,204.2,85.3,39.7,394.7,4.9,63.5,14.9
-24,2017-09-02 13:00,8,21.4,59.2,16.2,270,65.1,23.3,372.9,1.2,40.3,2.9
-24,2017-09-03 13:00,10.7,17.9,74.9,5.9,259.4,41,12.1,341.5,0.1,22.2,0.1
-24,2017-09-04 13:00,4.4,10.3,82.6,16.3,7.6,37.9,7.8,334.2,0.1,14.7,0
-24,2017-09-05 13:00,0.4,13.9,69,10.3,240.8,60.8,8.6,338.4,0.7,16.2,0.6
-24,2017-09-06 13:00,0,22.3,47.5,18.9,287.7,83,10.8,344.1,4.2,20,6.7
-24,2017-09-07 13:00,0,17.8,53.4,10.5,301,85.5,12.3,349,3.8,22.7,6.7
-24,2017-09-08 13:00,0,23.1,46.7,12.7,222.7,87.9,14.6,354.9,6.1,26.5,10.9
-24,2017-09-09 13:00,0.6,20.1,43.4,18.6,279.6,88,16.8,360.2,8.2,30.1,14.9
-24,2017-09-10 13:00,0.6,16.6,52.4,1,225,86,18.3,364.9,2.6,32.5,5.7
-24,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.6,9.5,334.4,0.2,17.7,0.2
-25,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-25,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-25,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-25,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-25,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-25,2017-09-01 13:00,0,18.1,53,16,189,84.2,39.4,393.8,4.3,63,13.3
-25,2017-09-02 13:00,4.7,17.3,85.6,12.4,260,50.7,26.8,385,0.3,45.6,0.5
-25,2017-09-03 13:00,5.5,19.4,64.9,12.7,295.1,55.9,17.7,373.5,0.6,31.7,0.7
-25,2017-09-04 13:00,3,6.8,83.7,25.1,344.2,48,13.5,370.4,0.4,24.7,0.5
-25,2017-09-05 13:00,0.7,7.8,66.7,13.3,347.5,63.4,14,373.5,1,25.7,1.1
-25,2017-09-06 13:00,0.3,9.8,44.4,11.5,308.7,77.7,15.1,377,1.6,27.5,3.1
-25,2017-09-07 13:00,0,14.9,44.8,6.5,263.7,84.2,16.7,381.4,2.6,30.1,5.6
-25,2017-09-08 13:00,0,20.8,48.3,12.7,235.4,87.1,18.7,386.8,5.3,33.4,11.1
-25,2017-09-09 13:00,0,22.6,56.5,4.7,212.5,87.1,20.5,392.6,3.6,36.3,8.4
-25,2017-09-10 13:00,0,24.4,58.9,7.4,227,87.1,22.4,398.7,4.1,39.3,9.9
-25,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.7,11.5,365.4,0.2,21.3,0.2
-26,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-26,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-26,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-26,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-26,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-26,2017-09-01 13:00,0,20.3,47.4,16,202.5,85.6,39.7,394.2,5.2,63.5,15.5
-26,2017-09-02 13:00,11.7,18.6,69.4,13.1,301.5,53.1,19.8,357.1,0.4,34.8,0.6
-26,2017-09-03 13:00,3.9,10.3,80.4,19.8,323.1,46.3,13.9,351.1,0.3,25.4,0.3
-26,2017-09-04 13:00,1.1,10.8,50.7,12.7,355.1,65.9,15,354.8,1,27.1,1.5
-26,2017-09-05 13:00,0.3,11.2,46.7,14,334.1,79.2,16.2,358.5,2.1,29,4.4
-26,2017-09-06 13:00,1.1,12.8,54.2,11.5,308.7,78.7,17.3,362.5,1.8,30.9,3.8
-26,2017-09-07 13:00,1.1,14.7,57.4,17.3,225,79.3,18.5,366.8,2.5,32.8,5.7
-26,2017-09-08 13:00,1.8,9.8,39.4,13.9,301.2,75.5,18,370.3,1.6,32.2,3.4
-26,2017-09-09 13:00,0,13.7,48.4,5.9,346,82.5,19.4,374.5,2,34.3,4.7
-26,2017-09-10 13:00,0.9,16.9,61.7,9.9,190.5,81,20.6,379.2,2.1,36.3,5.1
-26,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.7,10.6,347.6,0.2,19.7,0.2
-27,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-27,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-27,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-27,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-27,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-27,2017-09-01 13:00,11.4,13.4,96.4,18.3,199.5,23.2,17.8,352.4,0,31.7,0
-27,2017-09-02 13:00,6.8,20.1,59.9,14.8,256,52.9,11.4,337.6,0.5,21.1,0.4
-27,2017-09-03 13:00,1.6,16.8,62.7,15.9,303,67.9,11.8,342.4,1.3,21.7,1.8
-27,2017-09-04 13:00,0,18.3,49.1,9.7,153.4,81.6,13.5,347.3,2.2,24.7,4.1
-27,2017-09-05 13:00,5.4,22.1,79.2,7,158.8,53.3,8.7,338.2,0.3,16.4,0.3
-27,2017-09-06 13:00,0.1,20.8,47.4,10.3,245.2,78.5,10.8,343.6,1.7,20,2.4
-27,2017-09-07 13:00,1.2,13.6,74.6,11.9,264.8,74,11.4,347.7,1.3,21.2,1.8
-27,2017-09-08 13:00,2.1,10.1,70.8,8.7,330.3,63.5,10,351.2,0.8,18.7,0.7
-27,2017-09-09 13:00,0.6,10.7,68.1,5.4,126.9,71.6,10.7,354.9,0.9,19.9,0.8
-27,2017-09-10 13:00,3.5,9.8,84,9.2,149.4,48,7.4,350.6,0.2,14,0.1
-27,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,38,3.8,321.3,0.1,7.3,0
-28,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-28,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-28,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-28,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-28,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-28,2017-09-01 13:00,0.2,16.4,52.7,14.4,190.1,83.8,39.2,393.5,3.7,62.8,11.9
-28,2017-09-02 13:00,3.5,17.1,90.6,11.8,250.5,51,29.5,389.6,0.3,49.6,0.6
-28,2017-09-03 13:00,2.8,8.1,63,21.9,306.3,56.4,24.2,392.8,1,41.9,2.2
-28,2017-09-04 13:00,0.4,9.6,55.8,17.6,312.5,73.4,25,396.2,1.7,43.2,4.7
-28,2017-09-05 13:00,0.1,12.4,48.3,11.1,324.3,81.9,26.3,400.2,2.5,45.1,6.9
